Gene	Transcript	Best.transcript	Log2.ratio	FDR	Ctrl462	Ctrl1850	Ctrl18294	Mut1847	Mut1088	Mut20699	Chromosome	Begin	End	GeneDistance	GeneBegin	GeneEnd	RefSeq
Pqlc1	uc008fsy.2	1	-1.36079641162227	0.00630650085615991	9.78067980164898	9.90089857828123	9.65777786177996	8.27323153360653	8.30433339156533	8.84915042732987	chr18	80424025	80424220	-28922	80453044	80489463	NM_025861
Pqlc1	uc008fsy.2	1	-1.36079641162227	0.00630650085615991	9.78067980164898	9.90089857828123	9.65777786177996	8.27323153360653	8.30433339156533	8.84915042732987	chr18	80424025	80424220	-28842	80452964	80471885	NM_001164424
Ptprn2	uc007phx.2	1	-1.72369987320929	0.006987078714247	11.5658114297559	10.2765996350038	11.5063481230272	9.04921204909854	9.11541311824737	10.3057206488723	chr12	117819344	117819531	95245	117724192	118516640	NM_011215
Ptprn2	uc007phx.2	1	-1.72369987320929	0.006987078714247	11.5658114297559	10.2765996350038	11.5063481230272	9.04921204909854	9.11541311824737	10.3057206488723	chr12	117722172	117722378	-1917	117724192	118516640	NM_011215
Ptprn2	uc007phx.2	1	-1.72369987320929	0.006987078714247	11.5658114297559	10.2765996350038	11.5063481230272	9.04921204909854	9.11541311824737	10.3057206488723	chr12	117859835	117860073	135762	117724192	118516640	NM_011215
Ramp1	uc007bzx.2	1	-1.57936220597272	0.00543012961226852	9.80228667305409	9.45340958691783	9.50612052624151	8.19871018486051	7.41360199567606	8.45677319494851	chr1	93077915	93078081	1600	93076398	93121773	NM_016894
Ramp1	uc007bzx.2	1	-1.57936220597272	0.00543012961226852	9.80228667305409	9.45340958691783	9.50612052624151	8.19871018486051	7.41360199567606	8.45677319494851	chr1	93077915	93078081	1600	93076398	93103367	NM_178401
Ramp1	uc007bzx.2	1	-1.57936220597272	0.00543012961226852	9.80228667305409	9.45340958691783	9.50612052624151	8.19871018486051	7.41360199567606	8.45677319494851	chr1	93077915	93078081	1600	93076398	93103367	NM_001168392
Rdh12	uc011yog.1	1	2.26350235526007	0.0382495729845475	3.93856379026862	4.16963730633402	3.4946061799025	6.57009800452327	6.07346822385449	5.00221939117923	chr12	80312264	80312436	2450	80309900	80323648	NM_030017
Reg4	uc008qpq.1	1	-3.49909748344181	6.59807180834637e-05	11.9805297039543	11.0515969889735	8.71996648588481	7.57511254219934	7.22117395425145	8.42604835231815	chr3	98046677	98046956	20738	98026078	98040671	NM_026328
Reg4	uc008qpq.1	1	-3.49909748344181	6.59807180834637e-05	11.9805297039543	11.0515969889735	8.71996648588481	7.57511254219934	7.22117395425145	8.42604835231815	chr3	98002206	98002358	-23796	98026078	98040671	NM_026328
Retnlb	uc007zju.1	1	-3.17787264355529	9.53092016861101e-05	9.65801685882702	9.66240605173447	12.2940350428711	7.16937514678353	7.62981205372827	8.47855325461185	chr16	48826694	48826920	9839	48816968	48819005	NM_023881
Rgs17	uc007egh.2	1	-4.60704971259906	4.49821469914762e-07	9.79081374388601	9.438346392924	10.4475793269526	4.29856421633106	2.53716042659793	6.37125118426678	chr10	4436151	4436367	12119	4424140	4520877	NM_001161822
Rgs17	uc007egh.2	1	-4.60704971259906	4.49821469914762e-07	9.79081374388601	9.438346392924	10.4475793269526	4.29856421633106	2.53716042659793	6.37125118426678	chr10	4436151	4436367	12119	4424140	4520877	NM_019958
Rnase4	uc007tmo.2	1	-1.50848660875051	0.00218935785410321	12.5696496946895	12.28583210024	12.784144819707	10.513742607719	10.8315809098584	11.8594304407237	chr14	51715841	51716049	271	51715674	51725826	NM_201239
Rnase4	uc007tmo.2	1	-1.50848660875051	0.00218935785410321	12.5696496946895	12.28583210024	12.784144819707	10.513742607719	10.8315809098584	11.8594304407237	chr14	51715841	51716049	5194	51710751	51725826	NM_021472
Sgsm3	uc007wwb.2	1	-1.2220081415752	0.0341141052152899	11.1363483150954	10.924398762982	11.2429172752858	9.44739362229523	9.58601800318852	10.6031144485179	chr15	80820279	80820505	12198	80808194	80842720	NM_134091
Sgsm3	uc007wwb.2	1	-1.2220081415752	0.0341141052152899	11.1363483150954	10.924398762982	11.2429172752858	9.44739362229523	9.58601800318852	10.6031144485179	chr15	80863528	80863708	55424	80808194	80842720	NM_134091
Slc45a3	uc007cnz.1	1	-2.44836020797106	4.19469456810558e-07	8.99126469762934	9.16452115693777	9.0526072433518	6.46772635943345	6.72824284725142	6.76432592665551	chr1	133870619	133870791	3520	133867185	133879541	NM_145977
Slc45a3	uc007cnz.1	1	-2.44836020797106	4.19469456810558e-07	8.99126469762934	9.16452115693777	9.0526072433518	6.46772635943345	6.72824284725142	6.76432592665551	chr1	133870619	133870791	11162	133859543	133878892	NM_001177628
Slco2a1	uc009rgd.1	1	-1.21546718452349	0.0266394115936906	12.0802990156994	12.0837085204862	11.911094476941	10.9769021757813	11.0392803186891	10.485767210488	chr9	102910071	102910243	-661	102910818	102990179	NM_033314
Slco2a1	uc009rgd.1	1	-1.21546718452349	0.0266394115936906	12.0802990156994	12.0837085204862	11.911094476941	10.9769021757813	11.0392803186891	10.485767210488	chr9	102869563	102869844	-41115	102910818	102990179	NM_033314
Slco2a1	uc009rgd.1	1	-1.21546718452349	0.0266394115936906	12.0802990156994	12.0837085204862	11.911094476941	10.9769021757813	11.0392803186891	10.485767210488	chr9	102898598	102898787	-12126	102910818	102990179	NM_033314
Smpd3	uc009nfx.1	1	-1.25763326618466	0.00704615482116402	11.1576917187227	10.8443526245493	11.3176032504772	9.59681492982275	9.75498774699386	10.3254745063159	chr8	108839345	108839548	22442	108776447	108861888	NM_021491
Smpd3	uc009nfx.1	1	-1.25763326618466	0.00704615482116402	11.1576917187227	10.8443526245493	11.3176032504772	9.59681492982275	9.75498774699386	10.3254745063159	chr8	108811177	108811463	50568	108776447	108861888	NM_021491
Smpd3	uc009nfx.1	1	-1.25763326618466	0.00704615482116402	11.1576917187227	10.8443526245493	11.3176032504772	9.59681492982275	9.75498774699386	10.3254745063159	chr8	108832345	108832555	29438	108776447	108861888	NM_021491
Smpd3	uc009nfx.1	1	-1.25763326618466	0.00704615482116402	11.1576917187227	10.8443526245493	11.3176032504772	9.59681492982275	9.75498774699386	10.3254745063159	chr8	108793028	108793209	68770	108776447	108861888	NM_021491
Snord123	uc011zrx.1	1	-1.12050612546313	0.0416547417524574	9.6997767256384	9.40597180060088	9.5374695104678	8.47818219600953	8.44430085561984	8.54869873805371	chr15	32156142	32156314	15459	32171599	32171687	NR_028575
Sord	uc008maj.1	1	-1.13135201937936	0.0361225214062649	11.4329464549984	11.3842869331961	10.9537201827161	10.191677674561	10.2487496982573	10.2479287373258	chr2	122092183	122092440	31737	122060574	122091073	NM_146126
Sord	uc008maj.1	1	-1.13135201937936	0.0361225214062649	11.4329464549984	11.3842869331961	10.9537201827161	10.191677674561	10.2487496982573	10.2479287373258	chr2	122067771	122067987	7305	122060574	122091073	NM_146126
Spnb4	uc009fwc.1	1	-2.30024008957926	0.042164954636644	5.68660964503633	6.4946448067438	6.09312326380549	3.51416790265092	3.66721183057703	3.6853911853689	chr7	28218418	28218602	13098	28141401	28231608	NM_032610
Sult1c2	uc008czu.1	1	-4.01010289476911	6.39590668020933e-10	11.7246807555985	12.0206687052431	11.1432331601294	8.34398094846029	8.22907245226295	5.45457973935584	chr17	53994456	53994608	-9249	53968961	53985283	NM_026935
Sycn	uc009fzf.2	1	-6.29573838209661	1.29761184795087e-32	10.4069421005447	9.75798045765511	10.852708045157	3.24459624169163	3.89157455768868	4.48461530644196	chr7	29325538	29325731	-269	29325903	29327229	NM_026716
Tlr1	uc008xmw.1	1	-1.21710505056645	0.00704615482116402	10.5032781743704	10.9769021757813	10.9624308287704	9.76450839060204	9.47577888311321	9.73415747317574	chr5	65256063	65256244	67785	65316072	65323938	NM_030682
Wfdc2	uc008nve.1	1	-1.24246839060391	0.0196939773642349	10.3149402735317	10.511561213598	9.71950062772489	8.99987769183728	9.11541311824737	9.07432369290946	chr2	164384615	164384779	-3518	164388215	164394006	NM_026323
